user_id,cluster,segment_label
USER_000304,3,OCCASIONAL
USER_000305,0,HIGH
USER_000306,3,OCCASIONAL
USER_000307,0,HIGH
USER_000308,2,AT_RISK
USER_000309,0,HIGH
USER_000310,2,AT_RISK
USER_000311,0,HIGH
USER_000312,0,HIGH
USER_000313,1,MODERATE
USER_000314,3,OCCASIONAL
USER_000315,2,AT_RISK
USER_000316,2,AT_RISK
USER_000317,1,MODERATE
USER_000318,0,HIGH
USER_000319,0,HIGH
USER_000320,0,HIGH
USER_000321,0,HIGH
USER_000322,0,HIGH
USER_000323,0,HIGH
USER_000324,1,MODERATE
USER_000325,1,MODERATE
USER_000326,0,HIGH
USER_000327,0,HIGH
USER_000328,3,OCCASIONAL
USER_000329,2,AT_RISK
USER_000330,0,HIGH
USER_000331,3,OCCASIONAL
USER_000332,2,AT_RISK
USER_000333,0,HIGH
USER_000334,0,HIGH
USER_000335,1,MODERATE
USER_000336,3,OCCASIONAL
USER_000337,0,HIGH
USER_000338,2,AT_RISK
USER_000339,0,HIGH
USER_000340,1,MODERATE
USER_000341,1,MODERATE
USER_000342,3,OCCASIONAL
USER_000343,3,OCCASIONAL
USER_000344,0,HIGH
USER_000345,0,HIGH
USER_000346,2,AT_RISK
USER_000347,0,HIGH
USER_000348,0,HIGH
USER_000349,3,OCCASIONAL
USER_000350,0,HIGH
USER_000351,0,HIGH
USER_000352,0,HIGH
USER_000353,0,HIGH
USER_000354,0,HIGH
USER_000355,1,MODERATE
USER_000356,0,HIGH
USER_000357,1,MODERATE
USER_000358,2,AT_RISK
USER_000359,0,HIGH
USER_000360,0,HIGH
USER_000361,3,OCCASIONAL
USER_000362,0,HIGH
USER_000363,0,HIGH
USER_000364,0,HIGH
USER_000365,1,MODERATE
USER_000366,3,OCCASIONAL
USER_000367,0,HIGH
USER_000368,0,HIGH
USER_000369,0,HIGH
USER_000370,3,OCCASIONAL
USER_000371,0,HIGH
USER_000372,2,AT_RISK
USER_000373,0,HIGH
USER_000374,1,MODERATE
USER_000375,2,AT_RISK
USER_000376,1,MODERATE
USER_000377,3,OCCASIONAL
USER_000378,3,OCCASIONAL
USER_000379,3,OCCASIONAL
USER_000380,2,AT_RISK
USER_000381,0,HIGH
USER_000382,0,HIGH
USER_000383,3,OCCASIONAL
USER_000384,0,HIGH
USER_000385,2,AT_RISK
USER_000386,0,HIGH
USER_000387,3,OCCASIONAL
USER_000388,0,HIGH
USER_000389,3,OCCASIONAL
USER_000390,0,HIGH
USER_000391,1,MODERATE
USER_000392,1,MODERATE
USER_000393,0,HIGH
USER_000394,0,HIGH
USER_000395,0,HIGH
USER_000396,1,MODERATE
USER_000397,3,OCCASIONAL
USER_000398,0,HIGH
USER_000399,1,MODERATE
USER_000400,1,MODERATE
USER_000401,2,AT_RISK
USER_000402,1,MODERATE
USER_000403,1,MODERATE
USER_000404,1,MODERATE
USER_000405,3,OCCASIONAL
USER_000406,2,AT_RISK
USER_000407,0,HIGH
USER_000408,1,MODERATE
USER_000409,2,AT_RISK
USER_000410,0,HIGH
USER_000411,0,HIGH
USER_000412,1,MODERATE
USER_000413,1,MODERATE
USER_000414,3,OCCASIONAL
USER_000415,2,AT_RISK
USER_000416,3,OCCASIONAL
USER_000417,2,AT_RISK
USER_000418,0,HIGH
USER_000419,0,HIGH
USER_000420,3,OCCASIONAL
USER_000421,0,HIGH
USER_000422,1,MODERATE
USER_000423,1,MODERATE
USER_000424,3,OCCASIONAL
USER_000425,1,MODERATE
USER_000426,0,HIGH
USER_000427,3,OCCASIONAL
USER_000428,0,HIGH
USER_000429,2,AT_RISK
USER_000430,2,AT_RISK
USER_000431,2,AT_RISK
USER_000432,0,HIGH
USER_000433,1,MODERATE
USER_000434,0,HIGH
USER_000435,3,OCCASIONAL
USER_000436,0,HIGH
USER_000437,3,OCCASIONAL
USER_000438,1,MODERATE
USER_000439,3,OCCASIONAL
USER_000440,0,HIGH
USER_000441,0,HIGH
USER_000442,1,MODERATE
USER_000443,3,OCCASIONAL
USER_000444,1,MODERATE
USER_000445,3,OCCASIONAL
USER_000446,2,AT_RISK
USER_000447,0,HIGH
USER_000448,3,OCCASIONAL
USER_000449,1,MODERATE
USER_000450,0,HIGH
USER_000451,3,OCCASIONAL
USER_000452,0,HIGH
USER_000453,1,MODERATE
USER_000454,3,OCCASIONAL
USER_000455,3,OCCASIONAL
USER_000456,0,HIGH
USER_000457,1,MODERATE
USER_000458,0,HIGH
USER_000459,2,AT_RISK
USER_000460,3,OCCASIONAL
USER_000461,1,MODERATE
USER_000462,1,MODERATE
USER_000463,0,HIGH
USER_000464,0,HIGH
USER_000465,0,HIGH
USER_000466,1,MODERATE
USER_000467,0,HIGH
USER_000468,0,HIGH
USER_000469,0,HIGH
USER_000470,1,MODERATE
USER_000471,0,HIGH
USER_000472,0,HIGH
USER_000473,0,HIGH
USER_000474,0,HIGH
USER_000475,0,HIGH
USER_000476,0,HIGH
USER_000477,1,MODERATE
USER_000478,1,MODERATE
USER_000479,1,MODERATE
USER_000480,0,HIGH
USER_000481,1,MODERATE
USER_000482,2,AT_RISK
USER_000483,0,HIGH
USER_000484,0,HIGH
USER_000485,3,OCCASIONAL
USER_000486,1,MODERATE
USER_000487,1,MODERATE
USER_000488,1,MODERATE
USER_000489,1,MODERATE
USER_000490,0,HIGH
USER_000491,3,OCCASIONAL
USER_000492,1,MODERATE
USER_000493,1,MODERATE
USER_000494,3,OCCASIONAL
USER_000495,3,OCCASIONAL
USER_000496,1,MODERATE
USER_000497,1,MODERATE
USER_000498,3,OCCASIONAL
USER_000499,3,OCCASIONAL
USER_000500,3,OCCASIONAL
USER_000501,0,HIGH
USER_000502,0,HIGH
USER_000503,0,HIGH
USER_000504,2,AT_RISK
USER_000505,0,HIGH
USER_000506,2,AT_RISK
USER_000507,3,OCCASIONAL
USER_000508,1,MODERATE
USER_000509,0,HIGH
USER_000510,0,HIGH
USER_000511,0,HIGH
USER_000512,1,MODERATE
USER_000513,0,HIGH
USER_000514,1,MODERATE
USER_000515,0,HIGH
USER_000516,2,AT_RISK
USER_000517,3,OCCASIONAL
USER_000518,0,HIGH
USER_000519,0,HIGH
USER_000520,3,OCCASIONAL
USER_000521,0,HIGH
USER_000522,0,HIGH
USER_000523,0,HIGH
USER_000524,1,MODERATE
USER_000525,3,OCCASIONAL
USER_000526,1,MODERATE
USER_000527,0,HIGH
USER_000528,1,MODERATE
USER_000529,3,OCCASIONAL
USER_000530,1,MODERATE
USER_000531,0,HIGH
USER_000532,3,OCCASIONAL
USER_000533,3,OCCASIONAL
USER_000534,2,AT_RISK
USER_000535,1,MODERATE
USER_000536,0,HIGH
USER_000537,1,MODERATE
USER_000538,3,OCCASIONAL
USER_000539,0,HIGH
USER_000540,0,HIGH
USER_000541,0,HIGH
USER_000542,2,AT_RISK
USER_000543,3,OCCASIONAL
USER_000544,1,MODERATE
USER_000545,2,AT_RISK
USER_000546,0,HIGH
USER_000547,0,HIGH
USER_000548,3,OCCASIONAL
USER_000549,2,AT_RISK
USER_000550,1,MODERATE
USER_000551,0,HIGH
USER_000552,2,AT_RISK
USER_000553,0,HIGH
USER_000554,2,AT_RISK
USER_000555,2,AT_RISK
USER_000556,1,MODERATE
USER_000557,0,HIGH
USER_000558,1,MODERATE
USER_000559,1,MODERATE
USER_000560,3,OCCASIONAL
USER_000561,0,HIGH
USER_000562,0,HIGH
USER_000563,3,OCCASIONAL
USER_000564,1,MODERATE
USER_000565,0,HIGH
USER_000566,0,HIGH
USER_000567,0,HIGH
USER_000568,0,HIGH
USER_000569,0,HIGH
USER_000570,2,AT_RISK
USER_000571,1,MODERATE
USER_000572,0,HIGH
USER_000573,0,HIGH
USER_000574,1,MODERATE
USER_000575,0,HIGH
USER_000576,1,MODERATE
USER_000577,2,AT_RISK
USER_000578,0,HIGH
USER_000579,2,AT_RISK
USER_000580,2,AT_RISK
USER_000581,1,MODERATE
USER_000582,3,OCCASIONAL
USER_000583,0,HIGH
USER_000584,0,HIGH
USER_000585,0,HIGH
USER_000586,1,MODERATE
USER_000587,0,HIGH
USER_000588,0,HIGH
USER_000589,0,HIGH
USER_000590,0,HIGH
USER_000591,0,HIGH
USER_000592,0,HIGH
USER_000593,0,HIGH
USER_000594,1,MODERATE
USER_000595,2,AT_RISK
USER_000596,1,MODERATE
USER_000597,1,MODERATE
USER_000598,0,HIGH
USER_000599,1,MODERATE
USER_000600,0,HIGH
USER_000601,3,OCCASIONAL
USER_000602,0,HIGH
USER_000603,2,AT_RISK
USER_000604,0,HIGH
USER_000605,1,MODERATE
USER_000606,1,MODERATE
USER_000607,0,HIGH
USER_000608,1,MODERATE
USER_000609,3,OCCASIONAL
USER_000610,3,OCCASIONAL
USER_000611,2,AT_RISK
USER_000612,0,HIGH
USER_000613,1,MODERATE
USER_000614,3,OCCASIONAL
USER_000615,0,HIGH
USER_000616,0,HIGH
USER_000617,0,HIGH
USER_000618,0,HIGH
USER_000619,0,HIGH
USER_000620,3,OCCASIONAL
USER_000621,0,HIGH
USER_000622,3,OCCASIONAL
USER_000623,3,OCCASIONAL
USER_000624,0,HIGH
USER_000625,1,MODERATE
USER_000626,0,HIGH
USER_000627,1,MODERATE
USER_000628,0,HIGH
USER_000629,0,HIGH
USER_000630,0,HIGH
USER_000631,1,MODERATE
USER_000632,0,HIGH
USER_000633,0,HIGH
USER_000634,0,HIGH
USER_000635,0,HIGH
USER_000636,3,OCCASIONAL
USER_000637,0,HIGH
USER_000638,1,MODERATE
USER_000639,0,HIGH
USER_000640,1,MODERATE
USER_000641,0,HIGH
USER_000642,0,HIGH
USER_000643,0,HIGH
USER_000644,2,AT_RISK
USER_000645,0,HIGH
USER_000646,0,HIGH
USER_000647,0,HIGH
USER_000648,1,MODERATE
USER_000649,3,OCCASIONAL
USER_000650,3,OCCASIONAL
USER_000651,0,HIGH
USER_000652,2,AT_RISK
USER_000653,0,HIGH
USER_000654,2,AT_RISK
USER_000655,0,HIGH
USER_000656,3,OCCASIONAL
USER_000657,0,HIGH
USER_000658,0,HIGH
USER_000659,1,MODERATE
USER_000660,0,HIGH
USER_000661,1,MODERATE
USER_000662,0,HIGH
USER_000663,0,HIGH
USER_000664,3,OCCASIONAL
USER_000665,3,OCCASIONAL
USER_000666,0,HIGH
USER_000667,0,HIGH
USER_000668,2,AT_RISK
USER_000669,1,MODERATE
USER_000670,2,AT_RISK
USER_000671,0,HIGH
USER_000672,0,HIGH
USER_000673,0,HIGH
USER_000674,3,OCCASIONAL
USER_000675,3,OCCASIONAL
USER_000676,2,AT_RISK
USER_000677,3,OCCASIONAL
USER_000678,0,HIGH
USER_000679,1,MODERATE
USER_000680,1,MODERATE
USER_000681,0,HIGH
USER_000682,3,OCCASIONAL
USER_000683,2,AT_RISK
USER_000684,3,OCCASIONAL
USER_000685,0,HIGH
USER_000686,1,MODERATE
USER_000687,3,OCCASIONAL
USER_000688,2,AT_RISK
USER_000689,2,AT_RISK
USER_000690,0,HIGH
USER_000691,1,MODERATE
USER_000692,2,AT_RISK
USER_000693,0,HIGH
USER_000694,3,OCCASIONAL
USER_000695,1,MODERATE
USER_000696,1,MODERATE
USER_000697,0,HIGH
USER_000698,1,MODERATE
USER_000699,0,HIGH
USER_000700,1,MODERATE
USER_000701,3,OCCASIONAL
USER_000702,0,HIGH
USER_000703,1,MODERATE
USER_000704,2,AT_RISK
USER_000705,1,MODERATE
USER_000706,3,OCCASIONAL
USER_000707,2,AT_RISK
USER_000708,0,HIGH
USER_000709,0,HIGH
USER_000710,0,HIGH
USER_000711,1,MODERATE
USER_000712,2,AT_RISK
USER_000713,3,OCCASIONAL
USER_000714,3,OCCASIONAL
USER_000715,1,MODERATE
USER_000716,2,AT_RISK
USER_000717,0,HIGH
USER_000718,1,MODERATE
USER_000719,3,OCCASIONAL
USER_000720,0,HIGH
USER_000721,3,OCCASIONAL
USER_000722,3,OCCASIONAL
USER_000723,1,MODERATE
USER_000724,0,HIGH
USER_000725,2,AT_RISK
USER_000726,1,MODERATE
USER_000727,0,HIGH
USER_000728,0,HIGH
USER_000729,0,HIGH
USER_000730,0,HIGH
USER_000731,3,OCCASIONAL
USER_000732,2,AT_RISK
USER_000733,1,MODERATE
USER_000734,1,MODERATE
USER_000735,2,AT_RISK
USER_000736,0,HIGH
USER_000737,1,MODERATE
USER_000738,1,MODERATE
USER_000739,1,MODERATE
USER_000740,3,OCCASIONAL
USER_000741,2,AT_RISK
USER_000742,1,MODERATE
USER_000743,2,AT_RISK
USER_000744,1,MODERATE
USER_000745,1,MODERATE
USER_000746,1,MODERATE
USER_000747,0,HIGH
USER_000748,1,MODERATE
USER_000749,3,OCCASIONAL
USER_000750,0,HIGH
USER_000751,0,HIGH
USER_000752,3,OCCASIONAL
USER_000753,1,MODERATE
USER_000754,0,HIGH
USER_000755,0,HIGH
USER_000756,2,AT_RISK
USER_000757,1,MODERATE
USER_000758,0,HIGH
USER_000759,3,OCCASIONAL
USER_000760,0,HIGH
USER_000761,0,HIGH
USER_000762,0,HIGH
USER_000763,1,MODERATE
USER_000764,1,MODERATE
USER_000765,0,HIGH
USER_000766,0,HIGH
USER_000767,1,MODERATE
USER_000768,2,AT_RISK
USER_000769,3,OCCASIONAL
USER_000770,0,HIGH
USER_000771,2,AT_RISK
USER_000772,2,AT_RISK
USER_000773,0,HIGH
USER_000774,0,HIGH
USER_000775,0,HIGH
USER_000776,0,HIGH
USER_000777,0,HIGH
USER_000778,0,HIGH
USER_000779,3,OCCASIONAL
USER_000780,0,HIGH
USER_000781,0,HIGH
USER_000782,3,OCCASIONAL
USER_000783,3,OCCASIONAL
USER_000784,1,MODERATE
USER_000785,3,OCCASIONAL
USER_000786,2,AT_RISK
USER_000787,1,MODERATE
USER_000788,0,HIGH
USER_000789,3,OCCASIONAL
USER_000790,3,OCCASIONAL
USER_000791,0,HIGH
USER_000792,1,MODERATE
USER_000793,1,MODERATE
USER_000794,0,HIGH
USER_000795,1,MODERATE
USER_000796,0,HIGH
USER_000797,0,HIGH
USER_000798,1,MODERATE
USER_000799,2,AT_RISK
USER_000800,0,HIGH
USER_000801,3,OCCASIONAL
USER_000802,0,HIGH
USER_000803,1,MODERATE
USER_000804,1,MODERATE
USER_000805,0,HIGH
USER_000806,0,HIGH
USER_000807,2,AT_RISK
USER_000808,0,HIGH
USER_000809,1,MODERATE
USER_000810,1,MODERATE
USER_000811,3,OCCASIONAL
USER_000812,2,AT_RISK
USER_000813,0,HIGH
USER_000814,1,MODERATE
USER_000815,3,OCCASIONAL
USER_000816,1,MODERATE
USER_000817,1,MODERATE
USER_000818,1,MODERATE
USER_000819,3,OCCASIONAL
USER_000820,0,HIGH
USER_000821,0,HIGH
USER_000822,1,MODERATE
USER_000823,2,AT_RISK
USER_000824,2,AT_RISK
USER_000825,0,HIGH
USER_000826,0,HIGH
USER_000827,0,HIGH
USER_000828,0,HIGH
USER_000829,0,HIGH
USER_000830,0,HIGH
USER_000831,1,MODERATE
USER_000832,2,AT_RISK
USER_000833,0,HIGH
USER_000834,1,MODERATE
USER_000835,0,HIGH
USER_000836,0,HIGH
USER_000837,3,OCCASIONAL
USER_000838,0,HIGH
USER_000839,0,HIGH
USER_000840,3,OCCASIONAL
USER_000841,2,AT_RISK
USER_000842,1,MODERATE
USER_000843,0,HIGH
USER_000844,0,HIGH
USER_000845,0,HIGH
USER_000846,0,HIGH
USER_000847,1,MODERATE
USER_000848,1,MODERATE
USER_000849,2,AT_RISK
USER_000850,0,HIGH
USER_000851,0,HIGH
USER_000852,0,HIGH
USER_000853,0,HIGH
USER_000854,3,OCCASIONAL
USER_000855,0,HIGH
USER_000856,1,MODERATE
USER_000857,1,MODERATE
USER_000858,2,AT_RISK
USER_000859,0,HIGH
USER_000860,1,MODERATE
USER_000861,1,MODERATE
USER_000862,0,HIGH
USER_000863,1,MODERATE
USER_000864,1,MODERATE
USER_000865,2,AT_RISK
USER_000866,1,MODERATE
USER_000867,1,MODERATE
USER_000868,0,HIGH
USER_000869,1,MODERATE
USER_000870,2,AT_RISK
USER_000871,0,HIGH
USER_000872,3,OCCASIONAL
USER_000873,0,HIGH
USER_000874,3,OCCASIONAL
USER_000875,1,MODERATE
USER_000876,1,MODERATE
USER_000877,3,OCCASIONAL
USER_000878,0,HIGH
USER_000879,0,HIGH
USER_000880,2,AT_RISK
USER_000881,1,MODERATE
USER_000882,0,HIGH
USER_000883,1,MODERATE
USER_000884,3,OCCASIONAL
USER_000885,2,AT_RISK
USER_000886,1,MODERATE
USER_000887,0,HIGH
USER_000888,0,HIGH
USER_000889,1,MODERATE
USER_000890,2,AT_RISK
USER_000891,3,OCCASIONAL
USER_000892,0,HIGH
USER_000893,0,HIGH
USER_000894,1,MODERATE
USER_000895,0,HIGH
USER_000896,0,HIGH
USER_000897,0,HIGH
USER_000898,3,OCCASIONAL
USER_000899,3,OCCASIONAL
USER_000900,0,HIGH
USER_000901,0,HIGH
USER_000902,0,HIGH
USER_000903,0,HIGH
USER_000904,0,HIGH
USER_000905,0,HIGH
USER_000906,3,OCCASIONAL
USER_000907,0,HIGH
USER_000908,0,HIGH
USER_000909,0,HIGH
USER_000910,0,HIGH
USER_000911,0,HIGH
USER_000912,1,MODERATE
USER_000913,1,MODERATE
USER_000914,0,HIGH
USER_000915,1,MODERATE
USER_000916,3,OCCASIONAL
USER_000917,1,MODERATE
USER_000918,0,HIGH
USER_000919,1,MODERATE
USER_000920,0,HIGH
USER_000921,0,HIGH
USER_000922,2,AT_RISK
USER_000923,0,HIGH
USER_000924,1,MODERATE
USER_000925,0,HIGH
USER_000926,0,HIGH
USER_000927,1,MODERATE
USER_000928,3,OCCASIONAL
USER_000929,2,AT_RISK
USER_000930,0,HIGH
USER_000931,1,MODERATE
USER_000932,1,MODERATE
USER_000933,0,HIGH
USER_000934,0,HIGH
USER_000935,0,HIGH
USER_000936,2,AT_RISK
USER_000937,1,MODERATE
USER_000938,0,HIGH
USER_000939,0,HIGH
USER_000940,3,OCCASIONAL
USER_000941,0,HIGH
USER_000942,0,HIGH
USER_000943,0,HIGH
USER_000944,3,OCCASIONAL
USER_000945,2,AT_RISK
USER_000946,1,MODERATE
USER_000947,1,MODERATE
USER_000948,1,MODERATE
USER_000949,0,HIGH
USER_000950,2,AT_RISK
USER_000951,1,MODERATE
USER_000952,1,MODERATE
USER_000953,3,OCCASIONAL
USER_000954,0,HIGH
USER_000955,2,AT_RISK
USER_000956,0,HIGH
USER_000957,1,MODERATE
USER_000958,0,HIGH
USER_000959,3,OCCASIONAL
USER_000960,0,HIGH
USER_000961,1,MODERATE
USER_000962,2,AT_RISK
USER_000963,0,HIGH
USER_000964,0,HIGH
USER_000965,1,MODERATE
USER_000966,0,HIGH
USER_000967,2,AT_RISK
USER_000968,2,AT_RISK
USER_000969,3,OCCASIONAL
USER_000970,1,MODERATE
USER_000971,2,AT_RISK
USER_000972,3,OCCASIONAL
USER_000973,0,HIGH
USER_000974,1,MODERATE
USER_000975,1,MODERATE
USER_000976,1,MODERATE
USER_000977,1,MODERATE
USER_000978,2,AT_RISK
USER_000979,0,HIGH
USER_000980,0,HIGH
USER_000981,0,HIGH
